N, SortStr, Year, Month, Day, Nick, Added, Text
1045, 04_02_2007, 2007, 04, 02, zloy_w, 1175501321, Именины MagnuS, Outcast, carb
1046, 04_02_2007, 2007, 04, 02, zloy_w, 1175501356, После 12 лет тюремного заключения и года, проведённого в сумасшедшем доме, маркиз де Сад был выпущен на свободу. Через 11 лет его снова арестуют и поместят в тот же сумасшедший дом, который станет его пристанищем до конца жизни (1790)
1047, 04_02_2007, 2007, 04, 02, zloy_w, 1175501639, Примета: У многих птиц начинается токование (брачный период)
1048, 04_02_2007, 2007, 04, 02, zloy_w, 1175501668, Фотиния Самарянка. Ей полагается особая молитва от лихорадки (`трясовичной болезни`)
1049, 04_03_0006, 0006, 04, 03, n/a, 1175318371, День рождения штрих-кода
1050, 04_03_0006, 0006, 04, 03, n/a, 1175318371, Избрание Иосифа Сталина генеральным секретарём ЦК РКП(б) (1922)
1051, 04_03_0006, 0006, 04, 03, n/a, 1175318371, День мышей!
1052, 04_03_0008, 0008, 04, 03, AxTyHr, 1207221404, Hermit безжалостно кинул ссылку на новые тарифы корбины (2008)
1053, 04_03_2007, 2007, 04, 03, antihome, 1175599370, София провозглашается столицей Болгарии (1879)
1054, 04_03_2007, 2007, 04, 03, antihome, 1175599391, Немецкий изобретатель Готлиб Даймлер получает патент на свой первый двигатель — в половину лошадиной силы (1885)
1055, 04_03_2007, 2007, 04, 03, antihome, 1175599422, Впервые покорена высочайшая вершина Северной Америки Мак-Кинли (6193 м) на Аляске (1910)
1056, 04_03_2007, 2007, 04, 03, antihome, 1175599462, Русский хирург Юрий Юрьевич Вороной проводит первую в мире операцию по пересадке почки (1932)
1057, 04_03_2007, 2007, 04, 03, antihome, 1175599502, Запущен Союз Т-11, на борту которого кроме двух советских находился первый индийский космонавт (1984)
1058, 04_03_2007, 2007, 04, 03, antihome, 1175599538, В Вашингтоне федеральный судья Томас Джексон обвинил компанию «Microsoft» в нарушении антимонопольного законодательства (2000)
1059, 04_03_2007, 2007, 04, 03, antihome, 1175599564, Самый богатый человек планеты американский бизнесмен Билл Гейтс из-за резкого падения акций «Microsoft» теряет 12 млрд. долларов, при этом устанавливая рекорд — его состояние уменьшалось на 4,7 млн. в секунду (2000)
1060, 04_04_2003, 2003, 04, 04, n/a, 1175318371, Праздник Цинмян ( Китай )
1061, 04_04_2003, 2003, 04, 04, n/a, 1175318371, День матери и ребенка ( Тайвань )
1062, 04_04_2003, 2003, 04, 04, n/a, 1175318371, День Святого Исидора ( покровитель интернета и компьютеров http://www.prazdniki.ru/event/more?c=576 )
1063, 04_04_2003, 2003, 04, 04, n/a, 1175318371, 1982 Джомолунгму впервые покорили советские альпинисты
1064, 04_04_2003, 2003, 04, 04, n/a, 1175318371, 1945 Окончательное изгнание немецко-фашистских войск с территории Венгрии.
1065, 04_04_2003, 2003, 04, 04, n/a, 1175318371, 1930 Основание Народной партии Панамы.
1066, 04_04_2003, 2003, 04, 04, n/a, 1175318371, 1896 После сообщения об обнаружении россыпей золота началась золотая лихорадка на Юконе.
1067, 04_04_2003, 2003, 04, 04, n/a, 1175318371, 1876 В Париже русский электротехник Павел Яблочков получил патент на `электрическую свечу`.
1068, 04_04_2003, 2003, 04, 04, n/a, 1175318371, 1862 В Санкт-Петербурге открыта первая ремесленная школа для мальчиков и девочек.
1069, 04_04_2003, 2003, 04, 04, n/a, 1175318371, 1753 Указом императрицы Елизаветы Петровны в России отменена смертная казнь.
1070, 04_04_2003, 2003, 04, 04, n/a, 1175318371, 1103 Разгром половцев Святополком и Владимиром Мономахом.
1071, 04_04_2003, 2003, 04, 04, n/a, 1175318371, 1818 День рождения Томас Майн Рид
1072, 04_04_2006, 2006, 04, 04, n/a, 1175318371, День веб-программиста
1073, 04_04_2006, 2006, 04, 04, n/a, 1175318371, Национальный День басков
1074, 04_04_2006, 2006, 04, 04, n/a, 1175318371, Ашура, Мусульманский праздник, день поминовения пророков и посланников Аллаха.
1075, 04_04_2006, 2006, 04, 04, n/a, 1175318371, 1994 — основана компания Netscape Communications (называвшаяся в то время «Mosaic Communications Corporation»)
1076, 04_04_2007, 2007, 04, 04, antihome, 1175662801, Международный день просвещения по вопросам минной опасности и помощи в деятельности, связанной с разминированием
1077, 04_04_2007, 2007, 04, 04, antihome, 1175662865, Португальский мореплаватель Педру Кабрал открыл Бразилию, приняв её за остров (1500)
1078, 04_04_2007, 2007, 04, 04, antihome, 1175662889, Бывший пират Фрэнсис Дрейк завершил кругосветное путешествие. Королева Елизавета I прибыла на борт его судна «Пеликан» и после обеда посвятила его в рыцари (1581)
1079, 04_04_2007, 2007, 04, 04, antihome, 1175662913, Английский изобретатель Эдмунт Картрайт получает патент на механический ткацкий станок с ножным приводом (1785)
1080, 04_04_2007, 2007, 04, 04, antihome, 1175662962, Американский учёный Ч. Кинг впервые выделяет витамин C (1932)
1081, 04_04_2007, 2007, 04, 04, antihome, 1175662991, Начало деятельности Международной организации гражданской авиации (ИКАО) (1947)
1082, 04_05_1797, 1797, 04, 05, n/a, 1175318371, `Учреждение об императорской фамилии` (Указ о престолонаследии)
1083, 04_05_2006, 2006, 04, 05, n/a, 1175318371, День древонасаждения (Корея)
1084, 04_05_2006, 2006, 04, 05, n/a, 1175318371, Ледовое поебище (1242)
1085, 04_05_2006, 2006, 04, 05, n/a, 1175318371, Англичанин Пол Ханн установил мировой рекорд громкости отрыжки — 118,1 децибел (2000)
1086, 04_05_2007, 2007, 04, 05, vsl_h, 1175741724, Родился писатель Артур Хейли (1920)
1087, 04_05_2007, 2007, 04, 05, antihome, 1175746229, В Германии совершён испытательный полет первого реактивного истребителя (1941)
1088, 04_05_2007, 2007, 04, 05, antihome, 1175746284, У брегов Бразилии рыбаками был подобран английский моряк Пун Лим, находившийся в океане на плоту рекордное время — 133 дня (1943)
1089, 04_05_2007, 2007, 04, 05, antihome, 1175746325, В московском метро создан «склад хранения забытых вещей» (1953)
1090, 04_05_2007, 2007, 04, 05, antihome, 1175746370, При запуске космического корабля «Союз» взорвалась ракета-носитель (1975)
1091, 04_05_2007, 2007, 04, 05, antihome, 1175746412, Учреждение постановлением Правительства РФ нефтяной компании Лукойл (1993)
1092, 04_05_2007, 2007, 04, 05, antihome, 1175746540, Режиссер Роберт Кларк погиб в автокатастрофе (2007)
1093, 04_06_1899, 1899, 04, 06, n/a, 1175318371, День рождения московского трамвая
1094, 04_06_2007, 2007, 04, 06, antihome, 1175809887, День мультфильмов
1095, 04_06_2007, 2007, 04, 06, antihome, 1175809934, В Париже барон Карл Дедрез продемонстрировал первое двухколесное средство передвижения (прообраз современного велосипеда). Конструкция была деревянной и передвигалась, если ездок отталкивался от земли ногами (1818)
1096, 04_06_2007, 2007, 04, 06, antihome, 1175809959, В США Джозеф Смит (англ. Joseph Smith) основал Церковь Христа (мормонов) в штате Нью-Йорк (1830)
1097, 04_06_2007, 2007, 04, 06, antihome, 1175809984, Американский исследователь Роберт Пири (англ. Robert Edwin Peary) первым достиг Северного полюса (1909)
1098, 04_06_2007, 2007, 04, 06, antihome, 1175810005, В Москве открывается театр Моссовета (1923)
1099, 04_06_2007, 2007, 04, 06, antihome, 1175810029, Ленинградская телефонная станция приступает к массовой установке телефонов-автоматов (1927)
1100, 04_06_2007, 2007, 04, 06, antihome, 1175810061, В США запущен первый коммерческий спутник связи «Ранняя Пташка» (1965)
1101, 04_06_2007, 2007, 04, 06, antihome, 1175810085, Запуск искусственного спутника Земли «Космос-484» с целью изучения солнечного и космического излучений (1972)
1102, 04_06_2007, 2007, 04, 06, antihome, 1175810105, Запуск американской автоматической межпланетной станции «Пионер-11» в сторону планеты Сатурн (1973)
1103, 04_06_2007, 2007, 04, 06, antihome, 1175810207, Народные приметы: Егорий весну начинает, Илья (2 августа) лето кончает. Егорий тёплый — со дня на день жди лета. Захария. Коли ночь тёплая, весна будет дружная.
1104, 04_06_2007, 2007, 04, 06, antihome, 1175810242, Народные приметы: Захария. Коли ночь тёплая, весна будет дружная. Если роса — не надо коням овса, будут добрые проса, дождь — скоту лёгкий год, снег (крупа) — урожай на гречу, мороз — будут просо и овёс
1105, 04_07_0008, 0008, 04, 07, {_`o`_}, 1207561137, День обвала цен на анлим в Туле (2008)
1106, 04_07_0008, 0008, 04, 07, zloy_h, 1207589953, rc.tula.net упал и не поднялся (2008)
1107, 04_07_1970, 0000, 04, 07, n/a, 1175318371, Всемирный день здоровья
1108, 04_07_1970, 0000, 04, 07, n/a, 1175318371, Благовещение Пресвятой Богородицы
1109, 04_07_2006, 2006, 04, 07, n/a, 1175318371, Всемирный день здоровья
1110, 04_07_2006, 2006, 04, 07, n/a, 1175318371, Международный день памяти евреев — жертв фашизма.
1111, 04_07_2006, 2006, 04, 07, n/a, 1175318371, Благовещение Пресвятой Богородицы
1112, 04_07_2006, 2006, 04, 07, n/a, 1175318371, День рождения РУнета. В этот день был зарегистрирован организацией InterNIC национальный российский домен .RU. (2006)
1113, 04_07_2006, 2006, 04, 07, n/a, 1175318371, День рождения IBM System/360
1114, 04_07_2006, 2006, 04, 07, n/a, 1175318371, День материнства и красоты (Армения)
1115, 04_08_2007, 2007, 04, 08, n/a, 1175318371, Поздравляем милую богиню Eve_jiny с Днем рождения! Счастья, улыбок, красивых богов и большой ЛЮБВИ!
1116, 04_09_0008, 0008, 04, 09, {_`o`_}, 1207766272, Mity поменял CR (на LF)
1117, 04_09_2003, 2003, 04, 09, n/a, 1175318371, провожаем Егора
1118, 04_09_2007, 2007, 04, 09, achtung, 1176131106, Английский химик Хемфри Дэви (англ. Humphry Davy) обнаружил анестезирующие свойства веселящего газа (1799)
1119, 04_09_2007, 2007, 04, 09, achtung, 1176131224, Матрёна Наставница, Полурепница. На Матрёну прилетают чибисы. Чибис летит низко — к продолжительной сухой погоде. В этот день отбирали годные репы для семян, что и составляло отдельную неприкосновенную половину запаса репы. Чибис кричит с вечера — к ясной погоде. К Матрёне поднимаются, вздуваются реки.
1120, 04_09_2008, 2008, 04, 09, antiw0rk, 1207727305, Скончалась актриса Надежда Румянцева (2008)
1121, 04_10_0008, 0008, 04, 10, AxTyHr, 1207899223, AxTyHr зарегил домен и поднял mx (2008)
1122, 04_10_2007, 2007, 04, 10, antihome, 1176148882, В Англии вступил в силу принятый в 1709 году закон об авторском праве — первый в мире (1710)
1123, 04_10_2007, 2007, 04, 10, antihome, 1176148989, По указу Петра I в Петербурге начались систематические наблюдения за погодой. Записи вел вице-адмирал К. Крюйс. (1722)
1124, 04_10_2007, 2007, 04, 10, antihome, 1176149117, Впервые началось производство спичек (1833)
1125, 04_10_2007, 2007, 04, 10, antihome, 1176149182, Американец Уолтер Хант (англ. Walter Hunt) запатентовал безопасную булавку (1849)
1126, 04_10_2007, 2007, 04, 10, antihome, 1176149229, В Дубне введен в действие синхрофазотрон Объединенного института ядерных исследований (1957)
1127, 04_10_2007, 2007, 04, 10, antihome, 1176149246, Первый полёт первого советского истребителя с изменяемой геометрией крыла МИГ-23 (1967)
1128, 04_10_2007, 2007, 04, 10, antihome, 1176149287, Министерством юстиции РФ зарегистрирована Партия любителей пива (ПЛП), генеральный секретарь — 30-летний историк Константин Калачев (1995)
1129, 04_10_2007, 2007, 04, 10, antihome, 1176149307, Компании Air France и British Airways заявили, что прекратят эксплуатацию сверхзвукового самолета «Конкорд» с начала ноября 2003 года (2003)
1130, 04_11_1970, 0000, 04, 11, n/a, 1175318371, Международный день освобождения узников фашистских концлагерей
1131, 04_11_1970, 0000, 04, 11, n/a, 1175318371, День свободы (Уганда)
1132, 04_11_1970, 0000, 04, 11, n/a, 1175318371, День национальных героев (Коста-Рика, с 1856)
1133, 04_11_1970, 0000, 04, 11, n/a, 1175318371, Русский царь Александр II утвердил государственный герб России — двуглавого орла (1857)
1134, 04_11_1970, 0000, 04, 11, n/a, 1175318371, Основан Тель-Авив, получивший своё название на следующий год (1909)
1135, 04_11_1970, 0000, 04, 11, n/a, 1175318371, Запущен Аполло 13 (1970)
1136, 04_11_2007, 2007, 04, 11, zloy_w, 1176359423, В США скончался известный американский писатель Курт Воннегут (2007)
1137, 04_12_1970, 0000, 04, 12, n/a, 1175318371, День космонавтики
1138, 04_12_1970, 0000, 04, 12, n/a, 1175318371, Последний налёт германских дирижаблей, закончившийся человеческими жертвами (1918)
1139, 04_12_1970, 0000, 04, 12, n/a, 1175318371, Первый Коммунистический субботник на станции Москва-Сортировочная (1919)
1140, 04_12_1970, 0000, 04, 12, n/a, 1175318371, Первый в мире полёт человека в космос, осуществлённый Юрием Гагариным на советском космическом корабле «Восток» (1961)
1141, 04_12_1970, 0000, 04, 12, n/a, 1175318371, На орбиту вокруг Земли выводится космический аппарат «Полёт-2» (1964)
1142, 04_12_1970, 0000, 04, 12, n/a, 1175318371, В космос стартовал космический корабль Колумбия. Первый пилотируемый полёт по программе Спейс Шаттл (1981)
1143, 04_12_1970, 0000, 04, 12, n/a, 1175318371, С конвейера Горьковского автозавода сошёл миллионный экземпляр «Волги» ГАЗ-24 (1985)
1144, 04_12_1970, 0000, 04, 12, n/a, 1175318371, Бюро патентов и торговых марок США выдаёт первый патент за животное (лабораторная мышь), улучшенное с помощью генной инженерии (1988)
1145, 04_12_1970, 0000, 04, 12, n/a, 1175318371, ДР  Монсеррат Кабалье (Montserrat Caballe), испанской оперной певицы (1933)
1146, 04_12_1970, 0000, 04, 12, n/a, 1175318371, Умер  Аркадий Северный (настоящее имя Аркадий Дмитриевич Звездин), автор и исполнитель блатных песен (1980)
1147, 04_12_1970, 0000, 04, 12, n/a, 1175318371, Родился  Зураб Иванович Анджапаридзе, грузинский оперный певец (1928)
1148, 04_12_1970, 0000, 04, 12, n/a, 1175318371, Скончался  Зураб Иванович Анджапаридзе, грузинский оперный певец (1997)
1149, 04_12_1970, 0000, 04, 12, n/a, 1175318371, Домовой бесится до полуночи, пока не запоёт петух. Средний срок начала тяги вальдшнепов. Если вдруг тяга прекращается — жди скорого похолодания или снега.
1150, 04_12_2006, 2006, 04, 12, n/a, 1175318371, Всемирный день авиации и космонавтики
1151, 04_12_2006, 2006, 04, 12, n/a, 1175318371, День рождения рок-н-ролла
1152, 04_12_2006, 2006, 04, 12, n/a, 1175318371, Intel начала поставки двуядерных процессоров Pentium 4 Extreme Edition 840.  (2005)
1153, 04_12_2006, 2006, 04, 12, n/a, 1175318371, Запущен каталог Yahoo!, быстро ставший одним из самых популярных в мире. (1995)
1154, 04_13_1970, 0000, 04, 13, n/a, 1175318371, Всемирный день рок-н-ролла
1155, 04_13_1971, 1971, 04, 13, ncuxonycbka, 1492081594, День рождения koms
1156, 04_13_2007, 2007, 04, 13, antihome, 1176431318, (_П_)(_Я_)(_Т_)(_Н_)(_И_)(_Ц_)(_А_) 13-е (2007)
1157, 04_13_2007, 2007, 04, 13, antihome, 1176431360, День войск ПВО
1158, 04_13_2007, 2007, 04, 13, antihome, 1176431402, Торжественное открытие в Лондоне стадиона Уэмбли (1923)
1159, 04_13_2007, 2007, 04, 13, antihome, 1176431419, Образовано Всесоюзное общество слепых (1925)
1160, 04_13_2007, 2007, 04, 13, antihome, 1176431453, Торжественное открытие в Вашингтоне Мемориала Томаса Джефферсона (1943)
1161, 04_13_2007, 2007, 04, 13, antihome, 1176431484, Проведение Францией испытания ядерной бомбы в пустыне Сахара. Франция становится четвёртой ядерной державой мира (1960)
1162, 04_14_1970, 0000, 04, 14, n/a, 1175318371, Бенгальский Новый год (Бангладеш)
1163, 04_14_1970, 0000, 04, 14, n/a, 1175318371, День молодёжи (Ангола)
1164, 04_14_1970, 0000, 04, 14, n/a, 1175318371, Фестиваль воды (Бирма)
1165, 04_14_1970, 0000, 04, 14, n/a, 1175318371, День независимости (Израиль)
1166, 04_14_1970, 0000, 04, 14, n/a, 1175318371, В Германии учреждён парламент - рейхстаг (1871)
1167, 04_14_1970, 0000, 04, 14, n/a, 1175318371, Первая публичная демонстрация кинопроектора Эдисона (1894)
1168, 04_14_1970, 0000, 04, 14, n/a, 1175318371, Указ ВЦИК о провозглашении красного знамени государственным флагом Советского государства (1918)
1169, 04_14_1970, 0000, 04, 14, n/a, 1175318371, В Москве основано издательство `Наука` (1923)
1170, 04_14_1970, 0000, 04, 14, n/a, 1175318371, В шведском Гётеборге сошёл с конвейера первый автомобиль `Вольво` (1927)
1171, 04_14_1970, 0000, 04, 14, n/a, 1175318371, Первый радиотелефон начал продаваться в Великобритании (1983)
1172, 04_14_1970, 0000, 04, 14, n/a, 1175318371, День недецких отходняков (2006)
1173, 04_14_2008, 2008, 04, 14, antihome, 1208195331, День большого попадалова ТТК на трафег (2008)
1174, 04_15_0085, 0085, 04, 15, Asminok, 1460700880, День рождения s_e_r_d_j (настоящий, а завтра просто повтор)
1175, 04_15_2006, 2006, 04, 15, n/a, 1175318371, День науки
1176, 04_15_2006, 2006, 04, 15, n/a, 1175318371, День налогов (США)
1177, 04_15_2006, 2006, 04, 15, n/a, 1175318371, Создана Нефтяная компания ЮКОС (1993)
1178, 04_15_2006, 2006, 04, 15, n/a, 1175318371, На Северном полюсе приземлились 22 украинских парашютиста (2000)
1179, 04_15_2007, 2007, 04, 15, antihome, 1176634165, Красная Горка - первое весеннее гулянье девушек
1180, 04_16_0019, 0019, 04, 16, @ncuxonycbka, 1555514633, Dmitry Vasin aka Trancer покинул наши стройные ряды навсегда
1181, 04_16_0085, 0085, 04, 16, Asminok, 1460700806, День рождения s_e_r_d_j
1182, 04_16_2006, 2006, 04, 16, n/a, 1175318371, День милиционера (Куба)
1183, 04_16_2006, 2006, 04, 16, n/a, 1175318371, День Святой Бернадетты (День Святого Бенедикта Лябра)
1184, 04_16_2006, 2006, 04, 16, n/a, 1175318371, По народному календарю — Никита водопол.
1185, 04_16_2007, 2007, 04, 16, vsl_h, 1176748479, Родился Чарли Чаплин (1889)
1186, 04_16_2011, 2011, 04, 16, san, 1303071982, У TexHekion проклятая гопота отжала iPhone 2G (2011)
1187, 04_17_2006, 2006, 04, 17, n/a, 1175318371, День науки
1188, 04_17_2006, 2006, 04, 17, n/a, 1175318371, Образование голливудской киностудии «Metro-Goldwyn-Mayer». (1924)
1189, 04_17_2006, 2006, 04, 17, n/a, 1175318371, Кот укусил workgob в хуй (2006)
1190, 04_17_2007, 2007, 04, 17, antihome, 1176560436, zloy&kisa в счастливом браке месяц! поздравляем!
1191, 04_17_2007, 2007, 04, 17, antihome, 1176560448, День Рождения Mila
1192, 04_17_2007, 2007, 04, 17, antiw0rk, 1176812837, У Mity последний день испытательного срока у Чубайса (2007)
1193, 04_17_2008, 2008, 04, 17, antihome, 1208456198, 60 дней system uptime у antihome (2008)
1194, 04_18_0006, 0006, 04, 18, n/a, 1175318371, Первые весенние проблемы с топиком (2006)
1195, 04_18_1242, 1242, 04, 18, n/a, 1175318371, День воинской славы России. День победы русских воинов князя Александра Невского над немецкими рыцарями на Чудском озере. Ледовое побоище
1196, 04_18_1970, 0000, 04, 18, n/a, 1175318371, День налоговой полиции
1197, 04_18_1970, 0000, 04, 18, n/a, 1175318371, Международный день памятников и исторических мест
1198, 04_18_2006, 2006, 04, 18, n/a, 1175318371, День воинской славы России
1199, 04_18_2006, 2006, 04, 18, n/a, 1175318371, Международный день памятников и исторических мест
1200, 04_18_2006, 2006, 04, 18, n/a, 1175318371, Американец Р. Хаус (Royal E. House) запатентовал телеграфный аппарат. (1846)
1201, 04_18_2006, 2006, 04, 18, n/a, 1175318371, Федул Ветренник. Пришёл Федул — тепляк подул
1202, 04_18_2006, 2006, 04, 18, n/a, 1175318371, До конца года остаётся 257 дней.
1203, 04_18_2007, 2007, 04, 18, antihome, 1176842269, Поздравляем TexHek с Днем Рождения! (1980)
1204, 04_18_2011, 2011, 04, 18, san, 1303074416, san окончательно зафлудил канал #ttc, добавив RSS-новости более чем со 100 новостных ресурсов (2011)
1205, 04_19_2006, 2006, 04, 19, n/a, 1175318371, День Велосипеда
1206, 04_19_2006, 2006, 04, 19, n/a, 1175318371, На главном конвейере Волжского автомобильного завода был собран первый ВАЗ-2101, который в народе прозвали «копейкой».  (1970)
1207, 04_19_2006, 2006, 04, 19, n/a, 1175318371, Конклав католических кардиналов в Ватикане избрал 265-го по счёту Папу Римского. Им стал кардинал Йозеф Ратцингер (Joseph Ratzinger), принявший имя Бенедикт XVI (Benedikt XVI).
1208, 04_19_2006, 2006, 04, 19, n/a, 1175318371, Коли на Евтихия день тихий - ранние яровые урожайны.
1209, 04_19_2006, 2006, 04, 19, n/a, 1175318371, До конца года остаётся 256 дней.
1210, 04_19_2006, 2006, 04, 19, n/a, 1175318371, Команда прославленного украинского футбола соснула пипиську (2006)
1211, 04_19_2007, 2007, 04, 19, antihome, 1177008325, Поздравляем Karamelka с успешным выступлением на Всероссийской межвузовской конференции студентов, аспирантов и молодых ученых (2007)
1212, 04_20_2006, 2006, 04, 20, n/a, 1175318371, День рождения пророка Мухаммеда
1213, 04_20_2006, 2006, 04, 20, n/a, 1175318371, Фирма Intel анонсировала процессор Pentuim II Xeon. (1998)
1214, 04_20_2006, 2006, 04, 20, n/a, 1175318371, Умер Адольф Гитлер
1215, 04_20_2006, 2006, 04, 20, n/a, 1175318371, Акулина. На Акулину дождь — хороша будет калина, коли плоха яровина (яровые), мороз и солнце — к урожаю хлебов и гречихи. Начинают высаживать груши.
1216, 04_20_2008, 2008, 04, 20, antihome, 1208673430, В США в штате Вирджиния — день траура по студентам Технологического университета, убитым студентом-корейцем Чо Сын Хи (Cho Seung-hui) (2007)
1217, 04_20_2008, 2008, 04, 20, antihome, 1208673681, Родился Адольф Гитлер (1889)
1218, 04_21_1785, 1785, 04, 21, n/a, 1175318371, `Грамота на права, вольности и преимущества благородного дворянства` (Жалованная грамота дворянству)
1219, 04_21_1970, 0000, 04, 21, n/a, 1175318371, День Тихоокеанского флота России
1220, 04_21_1970, 0000, 04, 21, n/a, 1175318371, День Икбала (Пакистан)
1221, 04_21_1970, 0000, 04, 21, n/a, 1175318371, Женщины во Франции получили избирательное право (1944)
1222, 04_21_2002, 2002, 04, 21, n/a, 1175318371, А ничего.
1223, 04_21_2006, 2006, 04, 21, n/a, 1175318371, День окружающей среды. (Украина)
1224, 04_21_2006, 2006, 04, 21, n/a, 1175318371, Компания AMD начала поставки двуядерных процессоров Opteron. (2005)
1225, 04_21_2006, 2006, 04, 21, n/a, 1175318371, 111-ый день года
1226, 04_22_1870, 1870, 04, 22, n/a, 1175318371, День рождения В.И. Ленина, вождя мирового пролетариата
1227, 04_22_2006, 2006, 04, 22, n/a, 1175318371, Международный день Земли
1228, 04_22_2006, 2006, 04, 22, n/a, 1175318371, Именины у Вадеков (antihome)
1229, 04_22_2006, 2006, 04, 22, n/a, 1175318371, Вышла первая версия веб-браузера Mosaic. (1993)
1230, 04_22_2007, 2007, 04, 22, vsl_h, 1177169018, День рождения старика Крупского (1870)
1231, 04_23_1970, 0000, 04, 23, n/a, 1175318371, День велосипеда
1232, 04_23_2006, 2006, 04, 23, n/a, 1175318371, Международный день книг и авторского права
1233, 04_23_2006, 2006, 04, 23, n/a, 1175318371, День перца (Бермудские острова)
1234, 04_23_2006, 2006, 04, 23, n/a, 1175318371, Компания Intel представляет свой новый процессор Pentium 4 (2001)
1235, 04_23_2006, 2006, 04, 23, n/a, 1175318371, Терентий. В этот день нужно на восход посмотреть: если взойдёт солнце красное в туманной дымке — быть году хлебородному.
1236, 04_23_2007, 2007, 04, 23, antiw0rk, 1177337135, Скончался Борис Николаевич Ельцин, первый президент России (2007)
1237, 04_24_0007, 0007, 04, 24, zloy_w, 1177400943, По преданию, в этот день древние греки смогли проникнуть в Трою при помощи троянского коня (1184 до н. э.)
1238, 04_24_0007, 0007, 04, 24, zloy_w, 1177401038, В Англии отменены ограничения на продажу конфет, введённые во время войны (1949)
1239, 04_24_0007, 0007, 04, 24, zloy_w, 1177401062, В США прошла первая в мире передача телевизионного сигнала между городами через спутник (1962)
1240, 04_24_0007, 0007, 04, 24, zloy_w, 1177401106, Представлен первый персональный компьютер IBM (1981)
1241, 04_24_1970, 0000, 04, 24, n/a, 1175318371, Международный день солидарности молодежи
1242, 04_24_2006, 2006, 04, 24, n/a, 1175318371, Всемирный день городов-побратимов.
1243, 04_24_2006, 2006, 04, 24, n/a, 1175318371, Международный день солидарности молодёжи.
1244, 04_24_2006, 2006, 04, 24, n/a, 1175318371, День памяти жертв геноцида армян в Османской империи 1915—1923 гг. (Армения).
1245, 04_24_2006, 2006, 04, 24, n/a, 1175318371, Антип. Если утром мороз, а днём пошёл снег, то ещё целый месяц будет холодно. Метель — весна холодная
1246, 04_25_1970, 0000, 04, 25, n/a, 1175318371, День рождения В.В. Жириновского
1247, 04_25_1970, 0000, 04, 25, n/a, 1175318371, День освобождения (Италия, Португалия)
1248, 04_25_1970, 0000, 04, 25, n/a, 1175318371, Первое применение во Франции гильотины как орудия казни (1792)
1249, 04_25_1970, 0000, 04, 25, n/a, 1175318371, В Англии запатентован первый автомобиль с двигателем внутреннего сгорания (1826)
1250, 04_25_1970, 0000, 04, 25, n/a, 1175318371, В СССР отменена судебная ответственность за прогул, введённая в 1940 году (1956)
1251, 04_25_1970, 0000, 04, 25, n/a, 1175318371, Лидер СССР Ю. Андропов пригласил американскую девочку Саманту Смит (1983)
1252, 04_25_1970, 0000, 04, 25, n/a, 1175318371, Верховный суд РФ разрешил анонимные доносы (2001)
1253, 04_25_2006, 2006, 04, 25, n/a, 1175318371, Из-за ошибки программистов во Флориде мировая сеть Интернет потерпела самый большой сбой в истории. (1997)
1254, 04_25_2015, 2015, 04, 25, username, 1430001636, Мощнейшее землетрясение в Непале. Сотни погибших, а русские спрятались в палатке (2015)
1255, 04_26_1970, 0000, 04, 26, n/a, 1175318371, День памяти погибших в радиационных авариях и катастрофах
1256, 04_26_2006, 2006, 04, 26, n/a, 1175318371, День памяти погибших в радиационных авариях и катастрофах.
1257, 04_26_2006, 2006, 04, 26, n/a, 1175318371, Всемирный день интеллектуальной собственности
1258, 04_26_2006, 2006, 04, 26, n/a, 1175318371, Авария на Чернобыльской АЭС(Чернобыльская катастрофа). (1986). Появление `медведей` и `жывотных из бобруйска` в результате мутации (2006)
1259, 04_26_2006, 2006, 04, 26, n/a, 1175318371, Тысячи компьютеров мира поражены вирусом «Чернобыль». (1999)
1260, 04_27_1970, 0000, 04, 27, n/a, 1175318371, Как это ничего? День Св. Зиты (покровительницы лакеев и домработниц)
1261, 04_27_1970, 0000, 04, 27, n/a, 1175318371, В Москву впервые прибыл лидер Кубинской революции Фидель Кастро Рус (Fidel Alejandro Castro Ruz) (1963)
1262, 04_27_2006, 2006, 04, 27, n/a, 1175318371, В США запатентованы подгузники «Памперс». (1965)
1263, 04_27_2006, 2006, 04, 27, n/a, 1175318371, Свой первый полет совершил авиалайнер Airbus А380. (2005)
1264, 04_27_2006, 2006, 04, 27, n/a, 1175318371, А ничего, пить особо не за что.
1265, 04_27_2008, 2008, 04, 27, antihome, 1209240237, Светлое Христово Воскресение (Пасха) (2008)
1266, 04_27_2008, 2008, 04, 27, antihome, 1209321351, 70 дней аптайма у antihome (2008)
1267, 04_28_0006, 0006, 04, 28, n/a, 1175318371, День химической безопасности
1268, 04_28_0006, 0006, 04, 28, n/a, 1175318371, День независимости (Израиль)
1269, 04_28_0006, 0006, 04, 28, n/a, 1175318371, День рождения Саддама Хусейна (1937)
1270, 04_28_0006, 0006, 04, 28, n/a, 1175318371, Казнь Бенито Муссолини итальянскими партизанами (1945)
1271, 04_28_1970, 0000, 04, 28, n/a, 1175318371, День матери России
1272, 04_28_2006, 2006, 04, 28, n/a, 1175318371, Международный день левшей. antiw0rk, с празднеком!
1273, 04_28_2006, 2006, 04, 28, n/a, 1175318371, Полёт первого космического туриста Денниса Тито (2001)
