N, SortStr, Year, Month, Day, Nick, Added, Text
2814, 09_15_2006, 2006, 09, 15, n/a, 1175318371, Мамонт-овчарник, покровитель овец и коз. Федот и Руфина - не выгоняй по утру скотину, выгонишь - беду нагонишь.
2815, 09_16_0006, 0006, 09, 16, n/a, 1175318371, Во время первой экспедиции Колумба открыто Саргассово море (1492)
2816, 09_16_0006, 0006, 09, 16, n/a, 1175318371, Русские войска отвоевали у Польши (Речи Посполитой) город Смоленск (1654)
2817, 09_16_0006, 0006, 09, 16, n/a, 1175318371, Первый трамвай прошёл по улицам Санкт-Петербурга (1907)
2818, 09_16_0006, 0006, 09, 16, n/a, 1175318371, Учреждён Орден Красного Знамени (1918)
2819, 09_16_0006, 0006, 09, 16, n/a, 1175318371, Подписан Монреальский протокол о защите озонового слоя Земли (1987)
2820, 09_16_0006, 0006, 09, 16, n/a, 1175318371, Родился Михаил Илларионович Кутузов (Голенищев-Кутузов), великий русский полководец, генерал-фельдмаршал
2821, 09_16_0006, 0006, 09, 16, n/a, 1175318371, Память мученицы Домны девы
2822, 09_16_0006, 0006, 09, 16, n/a, 1175318371, На Домну собирали вокруг дома всевозможную рухлядь, вроде старых лаптей, дабы с их помощью уберечься от сглаза
2823, 09_16_0006, 0006, 09, 16, n/a, 1175318371, Василиса — со льнами торопися
2824, 09_16_0006, 0006, 09, 16, n/a, 1175318371, Взрыв жилого дома в Волгодонске (Ростовская область). Погибли 18 человек, более 200 были ранены (1999, кикбаннах! by какие-то пидарасы)
2825, 09_16_1970, 0000, 09, 16, n/a, 1175318371, Всемирный день защиты озонового слоя
2826, 09_17_2002, 2002, 09, 17, n/a, 1175318371, День памяти Святого пророка Боговица Моисея
2827, 09_17_2002, 2002, 09, 17, n/a, 1175318371, канун Куликовского попоища
2828, 09_17_2002, 2002, 09, 17, n/a, 1175318371, день, в который A`N`D`Y` проснулся в 5 утра
2829, 09_17_2002, 2002, 09, 17, n/a, 1175318371, День освобождения Западной Беларуси от белорусов
2830, 09_17_2002, 2002, 09, 17, n/a, 1175318371, 59 годовщина освобождения Брянска от фашистов
2831, 09_17_2002, 2002, 09, 17, n/a, 1175318371, День работников леса
2832, 09_17_2002, 2002, 09, 17, n/a, 1175318371, День освобождения Брянщины от немецко-фашистских захватчиков
2833, 09_17_2002, 2002, 09, 17, n/a, 1175318371, день, в который A`N`D`Y` теряет $2000
2834, 09_17_2002, 2002, 09, 17, n/a, 1175318371, A`N`D`Y` осталось пить 6 дней
2835, 09_17_2002, 2002, 09, 17, n/a, 1175318371, День рождения К.Э. Циолковского
2836, 09_18_2002, 2002, 09, 18, n/a, 1175318371, День рождения великого композитора Азербайджана Узеира Гаджибекова
2837, 09_18_2002, 2002, 09, 18, n/a, 1175318371, День независимости Чили
2838, 09_18_2002, 2002, 09, 18, n/a, 1175318371, День железнодорожника
2839, 09_18_2002, 2002, 09, 18, n/a, 1175318371, День рождения Советской гвардии
2840, 09_18_2002, 2002, 09, 18, n/a, 1175318371, День смерти Джими Хендрикса
2841, 09_18_2002, 2002, 09, 18, n/a, 1175318371, День пророка Захарии и святой Елизаветы
2842, 09_18_2006, 2006, 09, 18, n/a, 1175318371, Провозглашена независимость Чили (1810)
2843, 09_18_2006, 2006, 09, 18, n/a, 1175318371, СССР вошёл в состав Лиги Наций (1933)
2844, 09_18_2006, 2006, 09, 18, n/a, 1175318371, Впервые наблюдалась комета Икея—Секи (1965)
2845, 09_18_2006, 2006, 09, 18, n/a, 1175318371, Похороны Мао Цзедуна (1976)
2846, 09_18_2006, 2006, 09, 18, n/a, 1175318371, Запуск космического корабля Союз-38 с первым кубинским космонавтом на борту (1980)
2847, 09_18_2006, 2006, 09, 18, n/a, 1175318371, Запуск космического корабля с первой женщиной-туристом на борту (2006)
2848, 09_18_2006, 2006, 09, 18, n/a, 1175318371, Сформирован ICANN (1998)
2849, 09_18_2015, 2015, 09, 18, TexHekMacOsX, 1442707317, Банили хостенг технека из-за дырки в проксе (2015)
2850, 09_19_2002, 2002, 09, 19, n/a, 1175318371, День Гражданской Авиации Республики Молдова
2851, 09_19_2002, 2002, 09, 19, n/a, 1175318371, День Первокурсника
2852, 09_19_2006, 2006, 09, 19, n/a, 1175318371, Воспоминание чуда Архистратига Михаила, бывшего в Хонех
2853, 09_19_2006, 2006, 09, 19, n/a, 1175318371, В Калуге открыт дом-музей Константина Эдуардовича Циолковского (1936)
2854, 09_19_2006, 2006, 09, 19, n/a, 1175318371, Красная армия заняла Вильнюс (1939)
2855, 09_19_2006, 2006, 09, 19, n/a, 1175318371, Михайлов день. Михайловские заморозки. Похолодание
2856, 09_19_2006, 2006, 09, 19, n/a, 1175318371, Рубеж первых утренников, заморозков.
2857, 09_19_2006, 2006, 09, 19, n/a, 1175318371, «Пчёлам безделье — летала птаха мимо страха: ах, моё дело на огне сгорело».
2858, 09_19_2006, 2006, 09, 19, n/a, 1175318371, На Михаила не полагалось работать — Бог накажет.
2859, 09_19_2006, 2006, 09, 19, n/a, 1175318371, Массовая демонстрация протеста против правительства в Венгрии (2006)
2860, 09_19_2006, 2006, 09, 19, n/a, 1175318371, В Таиланде произошел государственный переворот (2006)
2861, 09_19_2006, 2006, 09, 19, n/a, 1175318371, В Рязанской области обрушился пролет моста, упали на дорогу и загорелись несколько вагонов с нефтепродуктами (2006)
2862, 09_19_2006, 2006, 09, 19, n/a, 1175318371, В Воронежской области из-за неисправности локомотива столкнулись два грузовых состава, опрокинулись 43 вагона (2006)
2863, 09_19_2006, 2006, 09, 19, n/a, 1175318371, В Кировской области `Ока` столкнулась с грузовым поездом (2006)
2864, 09_20_2006, 2006, 09, 20, n/a, 1175318371, Память апостолов от 70-ти Евода и Онисифора
2865, 09_20_2006, 2006, 09, 20, n/a, 1175318371, Память преподобного Луки
2866, 09_20_2006, 2006, 09, 20, n/a, 1175318371, Начало экспедиции Магеллана (1519)
2867, 09_20_2006, 2006, 09, 20, n/a, 1175318371, Расстрел бакинских комиссаров (1918)
2868, 09_20_2006, 2006, 09, 20, n/a, 1175318371, Скомпилирована и запущена первая программа, написанная на Фортране (1954)
2869, 09_20_2006, 2006, 09, 20, n/a, 1175318371, Cход ледника Колка в Кармадонском ущелье в Северной Осетии (2002)
2870, 09_20_2006, 2006, 09, 20, n/a, 1175318371, Лука, луков день. Лук да баня все правят.
2871, 09_20_2006, 2006, 09, 20, n/a, 1175318371, Лук повсеместно кончали убирать в эту неделю. Холодную зиму предвещает обилие шелухи на луковицах. Лук — добро и в бою, и во щах.
2872, 09_21_1380, 1380, 09, 21, n/a, 1175318371, День воинской славы России. День победы русских полков во главе с великим князем Дмитрием Донским над монголо-татарскими войсками в Куликовской битве
2873, 09_21_1970, 0000, 09, 21, n/a, 1175318371, Рождество Пресвятой Богородицы
2874, 09_21_2006, 2006, 09, 21, n/a, 1175318371, День воинской славы России. Установлен в честь победы русских полков во главе с великим князем Дмитрием Донским над монголо-татарскими войсками в Куликовской битве (8 сентября 1380)
2875, 09_21_2006, 2006, 09, 21, n/a, 1175318371, Рождество Пресвятой Богородицы (8 сентября по старому стилю)
2876, 09_21_2006, 2006, 09, 21, n/a, 1175318371, Мальта обрела независимость от Великобритании (1964)
2877, 09_21_2006, 2006, 09, 21, n/a, 1175318371, День независимости Белиза (1981)
2878, 09_21_2006, 2006, 09, 21, n/a, 1175318371, Президент России Б. Н. Ельцин подписал указ о роспуске Верховного Совета (1993)
2879, 09_21_2006, 2006, 09, 21, n/a, 1175318371, Землетрясение на Тайване, более 2000 жертв (1999)
2880, 09_21_2006, 2006, 09, 21, n/a, 1175318371, Был основан Викицитатник на русском языке (2004)
2881, 09_21_2006, 2006, 09, 21, n/a, 1175318371, Осенины — вторая встреча осени. Пасекин день. Убирают пчёл, собирают лук. День луковой слезинки. Земля стремится к белым утренникам. «Всякому лету аминь (конец)». «Если погода хорошая — осень будет хорошая». «Бабье лето тишь вспугнуло».
2882, 09_21_2006, 2006, 09, 21, n/a, 1175318371, Осенины встречают у воды. В этот день рано утром женщины выходят к берегам рек, озёр и прудов встречать матушку Осени-ну с овсяным хлебом. Старшая женщина стоит с хлебом, а молодые вокруг неё поют песни. После чего разламывают хлеб на куски по числу народ
2883, 09_22_2006, 2006, 09, 22, n/a, 1175318371, День независимости Болгарии
2884, 09_22_2006, 2006, 09, 22, n/a, 1175318371, Всемирный День без автомобиля
2885, 09_22_2006, 2006, 09, 22, n/a, 1175318371, Провозглашение Французской республики, точка отсчёта французского республиканского календаря (1792)
2886, 09_22_2006, 2006, 09, 22, n/a, 1175318371, Постановлением ЦИК СНК СССР введены воинские звание «старшина», «лейтенант», «капитан», «майор», «полковник», «маршал Советского Союза» (1935)
2887, 09_22_2006, 2006, 09, 22, n/a, 1175318371, Мали получило независимость от Франции (1960)
2888, 09_22_2006, 2006, 09, 22, n/a, 1175318371, Начало ирано-иракской войны (1980)
2889, 09_22_2006, 2006, 09, 22, n/a, 1175318371, До конца года остаётся 100 дней
2890, 09_23_1970, 0000, 09, 23, n/a, 1175318371, День осеннего равноденствия
2891, 09_23_2002, 2002, 09, 23, n/a, 1175318371, День машиностроителя
2892, 09_23_2002, 2002, 09, 23, n/a, 1175318371, День жвачки
2893, 09_23_2002, 2002, 09, 23, n/a, 1175318371, День освобождения Полтавы от фашистских захватчиков
2894, 09_23_2006, 2006, 09, 23, n/a, 1175318371, День осеннего равноденствия официально празднуется в Японии
2895, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Память святителей Петра и Павла, епископов Никейских
2896, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Астроном Иоганн Готтфрид Галле, руководствуясь указаниями Урбена Леверье, обнаружил Нептун (1846)
2897, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Иоганн Остермайер запатентовал фотовспышку (1930)
2898, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Образованы Архангельская, Вологодская области (1937)
2899, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Пётр и Павел — рябинники. Мало рябины — сухая осень, а много — суровая зима. Заготовляли рябину впрок, делали рябиновый квас, помогавший от воспалений.
2900, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Память преподобной Феодоры Александрийской
2901, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Первый полёт на дирижабле совершил француз Анри Жиффар (1852)
2902, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Основание компании «Хонда Мотор» (1948)
2903, 09_23_2006, 2006, 09, 23, n/a, 1175318371, В США на воду спущен первый атомный авианосец «Энтерпрайз» (1960)
2904, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Свазиленд принято в Организацию Объединённых Наций (1968)
2905, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Межпланетная станция «Луна-16» доставила на Землю лунный грунт (1970)
2906, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Выпущен альбом «Nevermind» группы «Нирвана» (1991)
2907, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Федора Замочи Хвосты. Осенние Федоры подол подтыкают (от грязи), а зимние Федоры (30 декабря/12 января) платком рыло закрывают (от холода)».
2908, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Осеннее равноденствие. «В Федору лето кончается, осень начинается».
2909, 09_23_2006, 2006, 09, 23, n/a, 1175318371, «Не всякое лето до Федоры дотянет». «Две Федоры в году — осенняя и зимняя, одна — с грязью, а другая — со стужей».
2910, 09_23_2006, 2006, 09, 23, n/a, 1175318371, «На Федорины вечерки — третья встреча осени». Начинались дожди, слякоть — «разнепогодилось».
2911, 09_23_2006, 2006, 09, 23, n/a, 1175318371, Память преподобной Феодоры Александрийской
2912, 09_23_2007, 2007, 09, 23, antihome, 1190396290, 10 лет Яндексу!!
2913, 09_24_2006, 2006, 09, 24, n/a, 1175318371, Память преподобной Феодоры Александрийской
2914, 09_24_2006, 2006, 09, 24, n/a, 1175318371, Первый полёт на дирижабле совершил француз Анри Жиффар (1852)
2915, 09_24_2006, 2006, 09, 24, n/a, 1175318371, Основание компании «Хонда Мотор» (1948)
2916, 09_24_2006, 2006, 09, 24, n/a, 1175318371, В США на воду спущен первый атомный авианосец «Энтерпрайз» (1960)
2917, 09_24_2006, 2006, 09, 24, n/a, 1175318371, Свазиленд принято в Организацию Объединённых Наций (1968)
2918, 09_24_2006, 2006, 09, 24, n/a, 1175318371, Межпланетная станция «Луна-16» доставила на Землю лунный грунт (1970)
2919, 09_24_2006, 2006, 09, 24, n/a, 1175318371, Выпущен альбом «Nevermind» группы «Нирвана» (1991)
2920, 09_24_2006, 2006, 09, 24, n/a, 1175318371, Федора Замочи Хвосты. Осенние Федоры подол подтыкают (от грязи), а зимние Федоры (30 декабря/12 января) платком рыло закрывают (от холода)».
2921, 09_24_2006, 2006, 09, 24, n/a, 1175318371, Осеннее равноденствие. «В Федору лето кончается, осень начинается».
2922, 09_24_2006, 2006, 09, 24, n/a, 1175318371, «Не всякое лето до Федоры дотянет». «Две Федоры в году — осенняя и зимняя, одна — с грязью, а другая — со стужей».
2923, 09_25_1970, 0000, 09, 25, n/a, 1175318371, Всемирный день моря
2924, 09_25_2002, 2002, 09, 25, n/a, 1175318371, День освобождения Смоленщины от немецко-фашистских захватчиков
2925, 09_25_2006, 2006, 09, 25, n/a, 1175318371, Память священномученика Автонома, епископа Италийского
2926, 09_25_2006, 2006, 09, 25, n/a, 1175318371, Колумб отправился в своё второе путешествие к Америке (1493)
2927, 09_25_2006, 2006, 09, 25, n/a, 1175318371, Основание Якутска (1632)
2928, 09_25_2006, 2006, 09, 25, n/a, 1175318371, Основание Одессы Екатериной II (1794)
2929, 09_25_2006, 2006, 09, 25, n/a, 1175318371, Английский врач Джеймс Бландел провёл первую в мире операцию по переливанию крови от человека к человеку (1818)
2930, 09_25_2006, 2006, 09, 25, n/a, 1175318371, Начало обороны Севастополя в Крымской войне (1854)
2931, 09_25_2006, 2006, 09, 25, n/a, 1175318371, На Автонома жизнь животных быстро замирает, осень вступает в свои права. По поверью, змеи с этого дня перебираются из полей в леса.
2932, 09_25_2006, 2006, 09, 25, n/a, 1175318371, tech_nout в телекоме дали положительный результат (2006)
2933, 09_26_2006, 2006, 09, 26, n/a, 1175318371, Европейский день языков
2934, 09_26_2006, 2006, 09, 26, n/a, 1175318371, Память священномученика Корнилия сотника
2935, 09_26_2006, 2006, 09, 26, n/a, 1175318371, Память святых-бессребреников Космы и Дамиана
2936, 09_26_2006, 2006, 09, 26, n/a, 1175318371, Британский мореплаватель и пират Фрэнсис Дрейк на четырехмачтовом флагманском галионе «Голден Хайнд» вернулся в Плимут из кругосветного путешествия (1580)
2937, 09_26_2006, 2006, 09, 26, n/a, 1175318371, Новая Зеландия и Ньюфаундленд стали доминионами Британской Империи (1907)
2938, 09_26_2006, 2006, 09, 26, n/a, 1175318371, Провозглашена Йеменская Арабская Республика (1962)
2939, 09_26_2006, 2006, 09, 26, n/a, 1175318371, Остановлена работа Нупедии, предшественника Википедии (2003)
2940, 09_26_2006, 2006, 09, 26, n/a, 1175318371, Корнилий святой — из земли корневище долой. Считали, что с этого дня прекращается всякий рост растений: «С Корнилия корень в земле не растёт, а зябнет». «Корнильев день на дворе, всяк корешок в своей норе». Приступают к уборке всяких кореньев и корнеплодо
2941, 09_27_1970, 0000, 09, 27, n/a, 1175318371, Всемирный день туризма
2942, 09_27_2006, 2006, 09, 27, n/a, 1175318371, Воздвижение Креста Господня
2943, 09_27_2006, 2006, 09, 27, n/a, 1175318371, Всемирный день туризма
2944, 09_27_2006, 2006, 09, 27, n/a, 1175318371, Мексика получила независимость от Испании (1821)
2945, 09_27_2006, 2006, 09, 27, n/a, 1175318371, Альберт Эйнштейн опубликовал работу «Зависит ли инерция тела от содержащейся в нём энергии?», в которой предлагалось знаменитое соотношение между массой и энергией (1905)
2946, 09_27_2006, 2006, 09, 27, n/a, 1175318371, Германия, Италия и Япония подписали Тройственный пакт (1940)
2947, 09_27_2006, 2006, 09, 27, n/a, 1175318371, Ричард Столлмэн объявил что в рамках проекта GNU должна быть создана Unix-совместимая операционная система (1983)
2948, 09_27_2006, 2006, 09, 27, n/a, 1175318371, На Воздвиженье отмечается быстрое наступление холодов, окончание уборки, дальнейшее замирание жизни животных перед зимой
2949, 09_27_2006, 2006, 09, 27, n/a, 1175318371, В эту пору начинается одна из самых важных осенних работ у деревенских баб — рубка капусты и заготовка её на зиму
2950, 09_27_2006, 2006, 09, 27, n/a, 1175318371, Начинались девичьи вечеринки-капустники, капустницы, капустинские вечера. Рубка капусты — не простая работа, а целый обряд, и совершалась она с разными песнями, сопровождалась угощением по вечерам. «Капустинские вечеринки — на две недели».
2951, 09_28_2002, 2002, 09, 28, n/a, 1175318371, День чешской государственноcти и самостоятельности
2952, 09_28_2002, 2002, 09, 28, n/a, 1175318371, День рождения Белого генерала М.Д.Скобелева
2953, 09_28_2002, 2002, 09, 28, n/a, 1175318371, День рождения доктора Н.И.Пирогова
2954, 09_28_2002, 2002, 09, 28, n/a, 1175318371, День начала палестино-израильского конфликта
2955, 09_28_2002, 2002, 09, 28, n/a, 1175318371, День образования Алтайского края
2956, 09_28_2002, 2002, 09, 28, n/a, 1175318371, День машиностроителя
2957, 09_28_2002, 2002, 09, 28, n/a, 1175318371, День Никиты Осеннего (по народному календарю)
2958, 09_28_2002, 2002, 09, 28, n/a, 1175318371, День экономики северо-западных регионов России
2959, 09_28_2006, 2006, 09, 28, n/a, 1175318371, День работника атомной промышленности
2960, 09_28_2006, 2006, 09, 28, n/a, 1175318371, День учителя (Тайвань)
2961, 09_28_2006, 2006, 09, 28, n/a, 1175318371, День Святого Вацлава (День чешской государственности)
2962, 09_28_2006, 2006, 09, 28, n/a, 1175318371, Память великомученика Никиты
2963, 09_28_2006, 2006, 09, 28, n/a, 1175318371, Португалец Жуан Кабрилло, стал первым европейцем проплывшим вдоль побережья Калифорнии (1542)
2964, 09_28_2006, 2006, 09, 28, n/a, 1175318371, Заключён договор «О дружбе и границе» СССР и Германией, закрепивший ликвидацию Польши (1939)
2965, 09_28_2006, 2006, 09, 28, n/a, 1175318371, Паром «Эстония» затонул в Балтийском море, погибли 852 человека (1994)
2966, 09_28_2006, 2006, 09, 28, n/a, 1175318371, Никита Гусятник, Никита Гусепролет, Никита Репорез
2967, 09_28_2006, 2006, 09, 28, n/a, 1175318371, В прошлом репа была в числе почитаемых крестьянами овощей: «Репа — мясо, режь да ешь». «Уж видно мужику по репе, что подошли репорезы». «Не дремли, баба, на репорезов день».
2968, 09_28_2006, 2006, 09, 28, n/a, 1175318371, «Гуси летят — зимушку на хвосте тащат, снег несут». «Высоко летят гуси — к дружному и высокому предстоящему весеннему половодью, низко — к малой весенней воде».
2969, 09_28_2006, 2006, 09, 28, n/a, 1175318371, «Гусь лапу поднимает — к стуже, на одной ноге стоит — к морозу, полощется в воде — к теплу, нос под| крыло прячет — к ранней зиме».
2970, 09_29_2006, 2006, 09, 29, n/a, 1175318371, В Лондоне по приказу тогдашнего министра внутренних дел Роберта Пиила (его имя дало Лондонским полицейским прозвище bobby) начала действовать гражданская полиция, впоследствии — Скотланд Ярд (1829)
2971, 09_29_2006, 2006, 09, 29, n/a, 1175318371, Советская атомная подводная лодка К-181 всплыла на Северном полюсе (1963)
2972, 09_30_2002, 2002, 09, 30, n/a, 1175318371, День рождения Губернатора
2973, 09_30_2002, 2002, 09, 30, n/a, 1175318371, День рождения Гоба
2974, 09_30_2006, 2006, 09, 30, n/a, 1175318371, Всемирный день перевода, учреждён Международной федерацией переводчиков в 1991 году
2975, 09_30_2006, 2006, 09, 30, n/a, 1175318371, День Веры, Надежды, Любови и их матери Софьи
2976, 09_30_2006, 2006, 09, 30, n/a, 1175318371, Международный день Интернета, учреждён папой римским Иоанном Павлом II-м в 1998 году.
2977, 09_30_2006, 2006, 09, 30, n/a, 1175318371, В Майнце Иоганном Гутенбергом напечатана первая книга — Библия (1472)
2978, 09_30_2006, 2006, 09, 30, n/a, 1175318371, В Чарльстоне (штат Массачусетс) доктором Мортоном впервые вырван зуб с использованием анестезии — эфира (1846)
2979, 09_30_2006, 2006, 09, 30, n/a, 1175318371, впервые в космосе произведена автоматическая стыковка кораблей: ими стали советские «Космос-186» и «Космос-188».
2980, 09_30_2006, 2006, 09, 30, n/a, 1175318371, Опубликована первая спецификация Ethernet (1980)
2981, 09_30_2006, 2006, 09, 30, n/a, 1175318371, день 30-е сентября был утверждён Папой Иоанном Павлом II-м как ежегодный праздник, Всемирный День Интернета.
2982, 09_30_2006, 2006, 09, 30, n/a, 1175318371, Всесветные бабьи именины. «Лоси-рогачи справляют по лету поминки»
2983, 10_01_1970, 0000, 10, 01, n/a, 1175318371, День пожилых людей
2984, 10_01_1970, 0000, 10, 01, n/a, 1175318371, Международный день музыки
2985, 10_01_2002, 2002, 10, 01, n/a, 1175318371, День провозглашения Китайской Народной Республики
2986, 10_01_2002, 2002, 10, 01, n/a, 1175318371, День независимости Кипра
2987, 10_01_2002, 2002, 10, 01, n/a, 1175318371, День учителя и наставника (Узбекистан)
2988, 10_01_2007, 2007, 10, 01, antihome, 1191182659, Международный день пожилых людей
2989, 10_01_2007, 2007, 10, 01, antihome, 1191182669, Международный день музыки
2990, 10_01_2007, 2007, 10, 01, antihome, 1191182679, Всемирный день Хабитат
2991, 10_01_2007, 2007, 10, 01, antihome, 1191182686, Международный день врача
2992, 10_01_2007, 2007, 10, 01, antihome, 1191182696, Всемирный День архитектора
2993, 10_01_2007, 2007, 10, 01, antihome, 1191182703, День сухопутных войск РФ
2994, 10_01_2007, 2007, 10, 01, antihome, 1191182712, День образования Китайской Народной Республики
2995, 10_01_2007, 2007, 10, 01, TexHek, 1191182723, Технег прикупил новый адсл модем
2996, 10_01_2007, 2007, 10, 01, antihome, 1191182726, День независимости Республики Кипр
2997, 10_01_2007, 2007, 10, 01, antihome, 1191182739, День саке
2998, 10_02_2006, 2006, 10, 02, n/a, 1175318371, Память мученика Трофима
2999, 10_02_2006, 2006, 10, 02, n/a, 1175318371, Память мученика Зосимы пустынника
3000, 10_02_2006, 2006, 10, 02, n/a, 1175318371, Русская армия оставила Вильнюс (1915)
3001, 10_02_2006, 2006, 10, 02, n/a, 1175318371, Введение в оборот литовской национальной валюты лита (1922)
3002, 10_02_2006, 2006, 10, 02, n/a, 1175318371, Устраиваются Трофимовы вечерки: пришло время выбирать женихов
3003, 10_02_2006, 2006, 10, 02, n/a, 1175318371, Зосима-пчелиный заступник. Ульи отправляют на зиму в омшанник. Иногда дело это откладывают до Савватия (10 октября ст. ст.).
3004, 10_02_2006, 2006, 10, 02, n/a, 1175318371, До Савватия продолжается пчелиная девятина. Ульи в погреб ставь — праздник мёда правь.
3005, 10_03_1970, 0000, 10, 03, n/a, 1175318371, Создание всемирной федерации профсоюзов
3006, 10_03_2006, 2006, 10, 03, n/a, 1175318371, с заката начинается новый год по еврейскому календарю (5766)
3007, 10_03_2006, 2006, 10, 03, n/a, 1175318371, День объединения Германии (1990)
3008, 10_03_2006, 2006, 10, 03, n/a, 1175318371, Память великомученика Евстафия Плакиды, жены его Феопистии и чад их Агапия и Феописта
3009, 10_03_2006, 2006, 10, 03, n/a, 1175318371, Память мучеников и исповедников Михаила, князя Черниговского и боярина его Феодора чудотворцев.
3010, 10_03_2006, 2006, 10, 03, n/a, 1175318371, В результате сильного землетрясения образовалось озеро Амткел (1891)
3011, 10_03_2006, 2006, 10, 03, n/a, 1175318371, Ирак получил независимость от Великобритании (1932)
3012, 10_03_2006, 2006, 10, 03, n/a, 1175318371, Образована Пермская область (1938)
3013, 10_03_2006, 2006, 10, 03, n/a, 1175318371, Первый успешный запуск ракеты Фау-2 (1942)
3014, 10_03_2006, 2006, 10, 03, n/a, 1175318371, Великобритания провела первое испытание ядерного оружия (1952)
3015, 10_03_2006, 2006, 10, 03, n/a, 1175318371, Присоединение ГДР к Федеративной Республике Германии (1990)
3016, 10_03_2006, 2006, 10, 03, n/a, 1175318371, Астафьев день знаменит своими ветрами. По направлению дующего в этот день ветра судят о предстоящей погоде. «На Астафья примечай ветры: северный — к стуже, южный к теплу, западный — к мокроте, восточный — к вёдру»
3017, 10_03_2006, 2006, 10, 03, n/a, 1175318371, «На Астафья туман и тепло, по проулкам летит белая длинная паутина, то осень благоприятная и снег не скоро выпадет». «Ветряк дует всяк, дуют ветры — листобои».
3018, 10_04_1957, 1957, 10, 04, n/a, 1175318371, Запуск первого искусственного спутника Земли.
3019, 10_04_1970, 0000, 10, 04, n/a, 1175318371, День Военно-космических сил
3020, 10_04_1970, 0000, 10, 04, n/a, 1175318371, Всемирный день жилья
3021, 10_04_2006, 2006, 10, 04, n/a, 1175318371, День Космических Войск
3022, 10_04_2006, 2006, 10, 04, n/a, 1175318371, День войск гражданской обороны МЧС РФ
3023, 10_04_2006, 2006, 10, 04, n/a, 1175318371, День защиты животных
3024, 10_04_2006, 2006, 10, 04, n/a, 1175318371, Папа Григорий XIII ввёл григорианский календарь, следующий день объявлен 15 октября (1582)
3025, 10_04_2006, 2006, 10, 04, n/a, 1175318371, В Луганске запущена первая доменная печь на Украине (1800)
3026, 10_04_2006, 2006, 10, 04, n/a, 1175318371, Бельгия провозглашает независимость от Нидерландов (1830)
3027, 10_04_2006, 2006, 10, 04, n/a, 1175318371, Основан город Мурманск (1916)
3028, 10_04_2006, 2006, 10, 04, n/a, 1175318371, В СССР произведён запуск первого искусственного спутника Земли (1957)
3029, 10_04_2006, 2006, 10, 04, n/a, 1175318371, Запущен космический аппарат «Луна-3», впервые сфотографировавший обратную сторону Луны (1959)
3030, 10_04_2006, 2006, 10, 04, n/a, 1175318371, Президент России Борис Ельцин для осуществления своего указа о роспуске Верховного Совета ввёл бронетанковые войска в Москву и осуществил штурм здания парламента (1993)
3031, 10_04_2006, 2006, 10, 04, n/a, 1175318371, В Японии начата телевизионная трансляция культового сериала Neon Genesis Evangelion (1995)
3032, 10_04_2006, 2006, 10, 04, n/a, 1175318371, SpaceShipOne совершил второй зачётный суборбитальный полёт и выиграл Ansari X Prize (2004)
3033, 10_04_2011, 2011, 10, 04, sanwork, 1317709574, Главное событие года! Apple презентует iPhone 5 (2011)
3034, 10_05_1970, 0000, 10, 05, n/a, 1175318371, День учителя
3035, 10_05_2006, 2006, 10, 05, n/a, 1175318371, День учителя
3036, 10_05_2006, 2006, 10, 05, n/a, 1175318371, День работников уголовного розыска
3037, 10_05_2006, 2006, 10, 05, n/a, 1175318371, День республики в Португалии (1910)
3038, 10_05_2006, 2006, 10, 05, n/a, 1175318371, Декретом Национального конвента введён Французский республиканский календарь (1793)
3039, 10_05_2006, 2006, 10, 05, n/a, 1175318371, Выпущен первый сингл группы Битлз — «Love Me Do» (1962(
3040, 10_05_2017, 2017, 10, 05, san, 1475741956, 6 лет без Стива Джобса (2011)
3041, 10_06_0007, 0007, 10, 06, AxTyHr, 1191687638, AxTyHr вырубил круглую
3042, 10_06_2006, 2006, 10, 06, n/a, 1175318371, День российского страховщика
3043, 10_06_2006, 2006, 10, 06, n/a, 1175318371, День архивиста (Беларусь)
3044, 10_06_2006, 2006, 10, 06, n/a, 1175318371, Всемирный день охраны мест обитаний
3045, 10_06_2006, 2006, 10, 06, n/a, 1175318371, День вооружённых сил (Египет)
3046, 10_06_2006, 2006, 10, 06, n/a, 1175318371, Ювелир из Женевы Якоб Швепп представил процесс изготовления искусственной Минеральной воды (1790)
3047, 10_06_2006, 2006, 10, 06, n/a, 1175318371, В Париже открыто кабаре «Мулен Руж» (1889)
3048, 10_06_2006, 2006, 10, 06, n/a, 1175318371, Томас Эдисон показывает свой первый фильм (1889)
3049, 10_06_2006, 2006, 10, 06, n/a, 1175318371, В Нью-Йорке прошла премьера первого звукового фильма (Jazz Singer) (1927)
